Program/Agency Name,Project Name,Sub-Project Name,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,Total 10 Year,Ward Number,Ward,Category
Toronto Transit Commission,Information Technology System-Infrastructure,Computer Equipment & Software - SOGR,0,0,0,0,0,4689,7252,6925,6009,0,24875,CW,City Wide,State of Good Repair
Toronto Transit Commission,Information Technology System-Infrastructure,Computer Equipment & Software - SOGR,0,0,0,0,0,0,0,0,0,7475,7475,CW,City Wide,State of Good Repair
Toronto Transit Commission,Fire Ventilation Upgrade,Fire Ventilation Upgrade - SOGR,0,16715,13091,7877,3591,0,0,0,0,0,41274,CW,City Wide,State of Good Repair
Toronto Transit Commission,Automotive Non-Revenue Vehicles,Automotive Non-Revenue Vehicles - SOGR,0,0,0,0,0,0,2701,2705,2706,1940,10052,CW,City Wide,State of Good Repair
Toronto Transit Commission,Subway Track,Subway Track - SOGR,0,0,20438,20774,20467,20008,20089,0,0,-1,101775,CW,City Wide,State of Good Repair
Toronto Transit Commission,Subway Track,Subway Track - SOGR,0,0,0,0,0,0,0,20831,14800,9090,44721,CW,City Wide,State of Good Repair
Toronto Transit Commission,Finishes - Various,Finishes- H&S,0,0,550,0,0,2136,2184,2233,2233,0,9336,CW,City Wide,Health and Safety
Toronto Transit Commission,Finishes - Various,Finishes- H&S,0,0,0,0,0,0,0,0,0,2233,2233,CW,City Wide,Health and Safety
Toronto Transit Commission,Surface Track,Surface Track - SOGR,0,0,0,9530,10460,5806,16267,38082,21480,0,101625,CW,City Wide,State of Good Repair
Toronto Transit Commission,Fare Handling Equipment,Fare Handling Equipment - SOGR,0,0,0,0,0,0,0,0,0,250,250,CW,City Wide,State of Good Repair
Toronto Transit Commission,On-Grade Paving Rehabilitation,On-Grade Paving Rehabilitation - SOGR,0,0,0,0,0,0,0,0,0,2700,2700,CW,City Wide,State of Good Repair
Toronto Transit Commission,Power Dist./Electric Systems - Various,Power Dist./Electric Systems - SOGR,0,0,0,0,0,0,0,36,7859,8050,15945,CW,City Wide,State of Good Repair
Toronto Transit Commission,Other Service Planning,Other Service Planning Expansion,469,0,0,0,0,0,0,0,0,0,469,CW,City Wide,Growth Related
Toronto Transit Commission,Purchase of Streetcars,Purchase of Streetcars - GE,0,0,14734,0,0,0,0,0,0,0,14734,CW,City Wide,Growth Related
Toronto Transit Commission,Communications - Various,Communications - SOGR,2486,7888,0,0,0,1468,1479,1492,1492,648,16953,CW,City Wide,State of Good Repair
Toronto Transit Commission,ATC Resignalling,ATC BD Resignalling - SOGR,2417,0,0,0,0,0,0,0,0,-100748,-98331,CW,City Wide,State of Good Repair
Toronto Transit Commission,Purchase of Rail Non-Revenue Vehicle,Purchase of Rail Non-Revenue Vehicle - Improvement,589,0,0,0,0,0,0,0,0,0,589,CW,City Wide,Service Improvement and Enhancement
Transit Studies,Transit Projects,Waterfront Transit,0,0,0,4322,4322,0,0,0,0,0,8644,CW,City Wide,Growth Related
Toronto Transit Commission,Fire Ventilation Upgrade,Fire Ventilation Upgrade - SOGR,-18369,0,0,0,0,0,0,0,0,0,-18369,CW,City Wide,State of Good Repair
Toronto Transit Commission,Power Dist./Electric Systems - Various,Power Dist./Electric Systems - SOGR,26,27,28,29,30,32,0,0,0,0,172,CW,City Wide,State of Good Repair
Toronto Transit Commission,Traction Power - Various,Traction Power - SOGR,0,5008,0,0,0,0,0,0,0,0,5008,CW,City Wide,State of Good Repair
Toronto Transit Commission,Queensway Bus Garage Renovations,Queensway Bus Garage Renovations - SOGR,0,0,0,0,0,0,0,0,-65,0,-65,3,Etobicoke-Lakeshore,State of Good Repair
Toronto Transit Commission,Traction Power - Various,Traction Power - SOGR,15633,3247,0,0,0,0,0,0,0,0,18880,CW,City Wide,State of Good Repair
Toronto Transit Commission,ATC Resignalling,ATC BD Resignalling - SOGR,0,0,0,0,0,0,0,22106,18399,0,40505,CW,City Wide,State of Good Repair
Toronto Transit Commission,ATC Resignalling,ATC BD Resignalling - SOGR,0,0,0,0,0,33029,33273,34276,32354,51829,184761,CW,City Wide,State of Good Repair
Toronto Transit Commission,Purchase of Rail Non-Revenue Vehicle,Purchase of Rail Non-Revenue Vehicle - SOGR,0,0,0,0,0,0,0,0,0,8035,8035,CW,City Wide,State of Good Repair
Toronto Transit Commission,Furniture & Office Equipment,Furniture & Office Equipment - SOGR,265,75,26,0,0,0,0,0,0,0,366,CW,City Wide,State of Good Repair
Toronto Transit Commission,Communications - Various,Communications - SOGR,171,390,0,0,0,0,0,0,0,0,561,CW,City Wide,State of Good Repair
Toronto Transit Commission,Line 4,Line 4 - Expansion,500,3205,0,0,0,0,0,0,0,0,3705,CW,City Wide,Growth Related
Toronto Transit Commission,Corporate Initiatives - CLA,Corporate Initiatives - CLA -  SOGR,0,0,0,0,0,0,0,0,0,9860,9860,CW,City Wide,State of Good Repair
Toronto Transit Commission,Communications - Various,Communications - Legislated,486,454,436,405,399,392,376,372,365,356,4041,CW,City Wide,Legislated
Toronto Transit Commission,Information Technology System-Infrastructure,Information Tech. Systems-Infrastructure SI,-2803,0,0,0,0,0,0,0,0,0,-2803,CW,City Wide,Service Improvement and Enhancement
Toronto Transit Commission,Information Technology System-Infrastructure,Information Tech. System-Infrastructure - SOGR,14125,14940,12460,9258,0,0,0,0,0,0,50783,CW,City Wide,State of Good Repair
Toronto Transit Commission,Other Service Planning,2023 Reduction Target - Other Serv Planning - SI,-6255,0,0,0,0,0,0,0,0,0,-6255,CW,City Wide,Service Improvement and Enhancement
Toronto Transit Commission,Rail Non-Revenue Vehicle Overhaul,2023 Reduction Target - Rail Non-RV OH - SOGR,-1733,0,0,0,0,0,0,0,0,0,-1733,CW,City Wide,State of Good Repair
Toronto Transit Commission,Purchase of Streetcars,Purchase of Streetcars - SOGR,6560,67838,0,0,0,0,0,0,0,0,74398,CW,City Wide,State of Good Repair
Toronto Transit Commission,Purchase of Streetcars,Purchase of Streetcars - GE,0,0,0,610,0,0,0,0,0,0,610,CW,City Wide,Growth Related
Toronto Transit Commission,Environmental Programs,Environmental Programs - Legislated,13212,19032,11617,-6856,0,0,0,0,0,0,37005,CW,City Wide,Legislated
Toronto Transit Commission,Streetcar Overhaul Program,Streetcar Overhaul Program - SOGR,512,10508,8373,620,0,15021,17536,0,0,0,52570,CW,City Wide,State of Good Repair
Toronto Transit Commission,Other Bldgs & Structures Projects,Buildings and Structures - HS,1100,13640,23902,27888,14525,13536,0,0,0,0,94591,CW,City Wide,Health and Safety
Toronto Transit Commission,Other Bldgs & Structures Projects,Other Buildings & Structures Projects - SOGRS,4852,0,0,0,0,0,0,0,0,4469,9321,CW,City Wide,State of Good Repair
Toronto Transit Commission,Equipment - Various,Equipment -SOGRS,33144,29637,9859,-8208,0,0,0,0,0,0,64432,CW,City Wide,State of Good Repair
Toronto Transit Commission,Equipment - Various,Equipment - SOGR,0,0,0,15274,0,0,0,0,0,0,15274,CW,City Wide,State of Good Repair
Toronto Transit Commission,Surface Track,Surface Track - SOGR,0,7051,0,0,0,0,0,0,0,0,7051,CW,City Wide,State of Good Repair
Toronto Transit Commission,Surface Track,2023 Reduction Target - Surface Track - SI,-642,0,0,0,0,0,0,0,0,0,-642,CW,City Wide,Service Improvement and Enhancement
Toronto Transit Commission,Automotive Non-Revenue Vehicles,Automotive Non-Revenue Vehicles - SOGR,2498,3229,7717,10334,2680,-31507,0,0,0,0,-5049,CW,City Wide,State of Good Repair
Solid Waste Management,COLLECTION YARD ASSET MANAGEMENT,CYAM - BERMONDSEY,0,0,0,0,0,260,321,333,403,0,1317,CW,City Wide,State of Good Repair
Solid Waste Management,COLLECTION YARD ASSET MANAGEMENT,CYAM - INGRAM,0,0,0,0,0,108,211,213,259,0,791,CW,City Wide,State of Good Repair
Solid Waste Management,COLLECTION YARD ASSET MANAGEMENT,CYAM - GENERAL,0,0,0,0,0,107,124,843,865,1118,3057,CW,City Wide,State of Good Repair
Wastewater Program,DON & WATERFRONT TRUNK CSO,Don & Waterfront Trunk/CSO Constr - OFFLINE TANKS,0,0,0,0,0,0,0,215,644,644,1503,CW,City Wide,Service Improvement and Enhancement
Toronto Parking Authority,CP246 Decommission,CP246 Decommission,237,0,0,0,0,0,0,0,0,0,237,9,Davenport,State of Good Repair
Toronto Parking Authority,Innovation Hubs X2,Innovation Hubs X2,170,150,200,250,250,0,0,0,0,0,1020,CW,City Wide,Growth Related
Solid Waste Management,Green Lane Landfill Development,Cell Excavation & Base Construction - Future Years,0,0,0,0,0,1453,0,0,0,0,1453,CW,City Wide,Legislated
Solid Waste Management,Green Lane Landfill Development,Landfill Gas Control System,0,0,0,0,0,-178,0,0,0,0,-178,CW,City Wide,Legislated
Wastewater Program,WET WEATHER FLOW MP,10YR WWFMMP PUBLIC EDUCATION,0,73,44,44,44,44,44,44,44,44,425,CW,City Wide,Service Improvement and Enhancement
Wastewater Program,WET WEATHER FLOW MP,STORM WATER POND ASSESSMENT & CLEANING - 10 YEAR,0,0,550,1500,1500,2000,1850,1500,1500,1000,11400,CW,City Wide,State of Good Repair
Wastewater Program,SEWER REPLACEMENT PROGRAM,10YR SEWER REPLACEMENT,0,0,478,683,968,968,968,968,968,968,6969,CW,City Wide,State of Good Repair
Wastewater Program,ASHBRIDGES BAY WWTP - LIQUID TREATMENT & HANDLING,M&T DECOMMISSIONING,0,0,0,0,0,0,126,252,252,1019,1649,CW,City Wide,State of Good Repair
Water Program,TRANSMISSION R&R,TRANS FACILITIES REHAB - 10 YEAR,0,0,0,850,850,850,850,850,850,850,5950,CW,City Wide,State of Good Repair
Water Program,TRANSMISSION R&R,RESERVOIR REHAB - FUTURE - ENG,0,25,925,800,1500,1710,1200,1825,540,35,8560,CW,City Wide,State of Good Repair
Wastewater Program,SEWER ASSET PLANNING,SEWER ASSET PLANNING - 10 YEAR,0,1386,1909,1527,1909,6681,6681,6681,6681,6681,40136,CW,City Wide,Service Improvement and Enhancement
Solid Waste Management,Two-Way Radio Replacement,Two-Way Radio Replacement,0,0,0,0,0,0,0,0,0,75,75,CW,City Wide,Service Improvement and Enhancement
Toronto Parking Authority,Health & Safety Fire Stopping,Health Safety Fire Stopping,212,60,0,0,0,1000,1000,1000,1000,1000,5272,CW,City Wide,Health and Safety
Solid Waste Management,Diversion Systems Bins,2nd Generation Green Bin Replacement - Future Year,0,0,0,0,0,400,400,400,400,400,2000,CW,City Wide,Service Improvement and Enhancement
Water Program,WATER EFFICIENCY PROGRAM,WEP - FUTURE -ICI,0,0,120,120,218,221,224,227,230,234,1594,CW,City Wide,Growth Related
Water Program,PW ENGINEERING,WATERMAIN ASSET PLANNING - 10 YEAR,0,56,64,161,262,404,404,404,404,404,2563,CW,City Wide,Service Improvement and Enhancement
Toronto Parking Authority,O'Connor on-street integrated EV design and constr,O'Connor on-street integrated EV design and constr,0,99,0,0,0,0,0,0,0,0,99,CW,City Wide,Growth Related
Water Program,RL CLARK W.T.P. R&R,FACILITY & PROCESS UPGRADES - FUTURE,0,0,0,0,250,250,250,250,250,250,1500,CW,City Wide,State of Good Repair
Wastewater Program,SEWER SYSTEM REHABILITATION,BRICK SEWER RENEWAL - 10 YEAR,0,0,0,7000,8000,10000,11600,12500,12500,12500,74100,CW,City Wide,State of Good Repair
Wastewater Program,Land Acquisition for Source Water Protect,TRCA - CRITICAL EROSION SITES - FUTURE,0,2000,2000,2000,2000,2000,2000,2000,2000,2000,18000,CW,City Wide,Service Improvement and Enhancement
Wastewater Program,Land Acquisition for Source Water Protect,TRCA - WATERCOURSE EROSION CONTROL,0,1026,372,637,644,644,644,644,644,644,5899,CW,City Wide,Service Improvement and Enhancement
Wastewater Program,Land Acquisition for Source Water Protect,TRCA - WATERCOURSE EROSION CONTROL,0,1841,1361,2330,2356,2356,2356,2356,2356,2356,19668,CW,City Wide,Service Improvement and Enhancement
Water Program,WT&S PLANTWIDE,UV DISINFECTION - ENGINEERING,0,0,0,0,600,1100,1500,1980,1600,1300,8080,CW,City Wide,Service Improvement and Enhancement
Water Program,HARRIS W.T.P. R&R,FACILITY & PROCESS UPGRADES - FUTURE,0,0,0,0,500,500,500,500,500,500,3000,CW,City Wide,State of Good Repair
Wastewater Program,BASEMENT FLOODING RELIEF,BASEMENT FLOODING PROTECTION SUBSIDY PRG - FUTURE,0,0,5500,5500,5500,5500,5500,5500,5500,5500,44000,CW,City Wide,Service Improvement and Enhancement
Wastewater Program,SEWAGE PUMPING STATION UPGRADES,STANDBY POWER,0,0,0,0,80,870,30,5,0,0,985,CW,City Wide,Service Improvement and Enhancement
Solid Waste Management,FLEET TECHNOLOGY ENHANCEMENTS,FLEET TECHNOLOGY ENHANCEMENTS,0,0,0,0,0,0,0,0,0,300,300,CW,City Wide,Service Improvement and Enhancement
Toronto Parking Authority,Building Condition Assessments,Building Condition Assessments,1572,0,0,0,0,0,0,0,0,0,1572,CW,City Wide,State of Good Repair
Toronto Parking Authority,Health & Safety Emergency Generators,Health Safety Emergency Generators,1700,1200,400,0,0,0,0,0,0,0,3300,CW,City Wide,Health and Safety
Solid Waste Management,Long Term Waste Management Strategy,MIXED WASTE PROCESSING W/ ORGANICS RCVRY,111,0,0,0,0,0,0,0,0,0,111,CW,City Wide,Service Improvement and Enhancement
Solid Waste Management,Biogas Utilization,Biogas Utilization at Disco,2,0,0,0,0,0,0,0,0,0,2,CW,City Wide,Service Improvement and Enhancement
Solid Waste Management,Transfer Station Asset Management,Transfer Station Asset Managemnet-2017,-16,-17,0,0,0,0,0,0,0,0,-33,CW,City Wide,State of Good Repair
Solid Waste Management,OPF ASSET MANAGEMENT,DISCO OPF,625,0,0,0,0,0,0,0,0,0,625,CW,City Wide,State of Good Repair
Solid Waste Management,COLLECTION YARD ASSET MANAGEMENT,CYAM - GENERAL,59,0,0,0,0,0,0,0,0,0,59,CW,City Wide,State of Good Repair
Water Program,LAWRENCE ALLAN REVITALIZATION PLAN,LARP - INTERNAL - PHASE 3,0,0,0,0,0,0,1290,1290,1290,1290,5160,CW,City Wide,Growth Related
Solid Waste Management,Green Lane Landfill Development,Leachate Control System,207,208,333,0,0,0,0,0,0,0,748,CW,City Wide,Legislated
Solid Waste Management,Green Lane Landfill Development,Landfill Gas Control System,0,1642,667,356,0,0,0,0,0,0,2665,CW,City Wide,Legislated
Solid Waste Management,COLLECTION YARD ASSET MANAGEMENT,CYAM - YONGE,57,51,58,0,0,0,0,0,0,0,166,CW,City Wide,State of Good Repair
Solid Waste Management,COLLECTION YARD ASSET MANAGEMENT,CYAM - YONGE,-29,26,-50,65,0,0,0,0,0,0,12,CW,City Wide,State of Good Repair
Solid Waste Management,TRANSFER STATION ASSET MANAGEMENT,TSAM GENERAL,936,0,-159.48,0,0,0,0,0,0,0,776.52,CW,City Wide,State of Good Repair
Solid Waste Management,TRANSFER STATION ASSET MANAGEMENT,INGRAM TS,235,0,0,0,0,0,0,0,0,0,235,CW,City Wide,State of Good Repair
Solid Waste Management,TRANSFER STATION ASSET MANAGEMENT,INGRAM TS,103,0,0,0,0,0,0,0,0,0,103,CW,City Wide,State of Good Repair
Solid Waste Management,Biogas Utilization,Biogas Utilization at Disco,73,0,0,0,0,0,0,0,0,0,73,CW,City Wide,Service Improvement and Enhancement
Solid Waste Management,Biogas Utilization,Biogas Utilization at Dufferin,13,0,0,0,0,0,0,0,0,0,13,CW,City Wide,Service Improvement and Enhancement
Solid Waste Management,Transfer Station Asset Management,Transfer Station Asset Management-CSW361-18,2,2,0,0,0,0,0,0,0,0,4,CW,City Wide,State of Good Repair
Solid Waste Management,Transfer Station Asset Management,Transfer Station Asset Managemnet-2017,-63,0,0,0,0,0,0,0,0,0,-63,CW,City Wide,State of Good Repair
Solid Waste Management,Diversion Systems Bins,2nd Generation Green Bin Replacement,450,450,450,0,0,0,0,0,0,0,1350,CW,City Wide,Service Improvement and Enhancement
Solid Waste Management,Diversion Systems Bins,Multi-Residential In-Unit Recycling Bags,25,25,25,25,25,0,0,0,0,0,125,CW,City Wide,Service Improvement and Enhancement
Solid Waste Management,Diversion Systems Bins,Replacement Waste Bins Single Family - Change,2000,2000,2000,2000,2000,2000,2000,2000,0,0,16000,CW,City Wide,Service Improvement and Enhancement
Solid Waste Management,Diversion Facilities Asset Management,Diversion Facilities Asset Management-2018,0,6,0,0,0,0,0,0,0,0,6,CW,City Wide,State of Good Repair
Solid Waste Management,TRANSFER STATION ASSET MANAGEMENT,SCARBOROUGH TS - FC,403,-348,-171,0,0,0,0,0,0,0,-116,CW,City Wide,State of Good Repair
Solid Waste Management,SWM IT Application Initiatives,TOwaste Mobile App version 2.0,385,0,0,0,0,0,0,0,0,0,385,CW,City Wide,Service Improvement and Enhancement
Solid Waste Management,SWM IT Application Initiatives,Complaint & Enquiry Management Solution,95,0,0,0,0,0,0,0,0,0,95,CW,City Wide,Service Improvement and Enhancement
Solid Waste Management,SWM IT Application Initiatives,Contract Management Solution - Implementation,0,-226,-377,603,0,0,0,0,0,0,0,CW,City Wide,Service Improvement and Enhancement
Solid Waste Management,Long Term Waste Management Strategy,LONG TERM WASTE MANAGEMENT STRATEGY UPDATE,350,0,0,500,0,0,0,0,0,0,850,CW,City Wide,Service Improvement and Enhancement
Solid Waste Management,Long Term Waste Management Strategy,Policy Planning Studies,500,500,500,500,0,0,0,0,0,0,2000,CW,City Wide,Service Improvement and Enhancement
Solid Waste Management,PERPETUAL CARE OF LANDFILLS,MULTI-CLOSED LANDFILLS,3621,3331,2981,0,0,0,0,0,0,0,9933,CW,City Wide,Legislated
Solid Waste Management,SWM IT Application Initiatives,SWMS Stakeholder-Customer Relationship Management,100,0,0,0,0,0,0,0,0,0,100,CW,City Wide,Service Improvement and Enhancement
Solid Waste Management,Engineering Planning Studies,Engineering Planning Studies - 2021 New,-355,-492,442,384,360,0,0,0,0,0,339,CW,City Wide,Service Improvement and Enhancement
Solid Waste Management,RENEWABLE NATURAL GAS KVL,RNG KVL,500,0,0,0,0,0,0,0,0,0,500,CW,City Wide,State of Good Repair
Solid Waste Management,TRANSFER STATION ASSET MANAGEMENT,COMMISSIONERS TS,424,395,253,505,71,15,534,250,0,0,2447,CW,City Wide,State of Good Repair
Solid Waste Management,TRANSFER STATION ASSET MANAGEMENT,DISCO TS,1391,1544,1144,1090,857,593,608,250,0,0,7477,CW,City Wide,State of Good Repair
Solid Waste Management,TRANSFER STATION ASSET MANAGEMENT,INGRAM TS,1505,1359,2271,401,71,385,456,150,0,0,6598,CW,City Wide,State of Good Repair
Solid Waste Management,TRANSFER STATION ASSET MANAGEMENT,TSAM GENERAL,976,947,1646,1244,1545,1494,2270,1000,0,0,11122,CW,City Wide,State of Good Repair
Solid Waste Management,TRANSFER STATION ASSET MANAGEMENT,TSAM GENERAL,1015,1162,854,293,-21,260,-369,-110,875,0,3959,CW,City Wide,State of Good Repair
Solid Waste Management,TRANSFER STATION ASSET MANAGEMENT,INGRAM TS - FC,164,0,0,0,0,0,0,0,0,0,164,CW,City Wide,State of Good Repair
Solid Waste Management,TRANSFER STATION ASSET MANAGEMENT,INGRAM TS,1692,-418,-399,-345,-403,289,900,2460,2331,959,7066,CW,City Wide,State of Good Repair
Solid Waste Management,TRANSFER STATION ASSET MANAGEMENT,DISCO TS,418,0,0,0,0,0,0,0,0,0,418,CW,City Wide,State of Good Repair
Solid Waste Management,TRANSFER STATION ASSET MANAGEMENT,TSAM GENERAL,1377,1512,847,444,491,-31,-167,121,243,2605,7442,CW,City Wide,State of Good Repair
Wastewater Program,HIGHLAND CREEK WWTP - SOLIDS & GAS HANDLING,BMP IMPLEMENTATION - CONSTRUCTION,1363,2280,1690,2303,749,386,363,0,0,0,9134,CW,City Wide,Service Improvement and Enhancement
Solid Waste Management,SWM IT Application Initiatives,SWMS Stakeholder-Customer Relationship Management,203,0,0,0,0,0,0,0,0,0,203,CW,City Wide,Service Improvement and Enhancement
Solid Waste Management,SWM IT Application Initiatives,DPO Management Solution,166,0,0,0,0,0,0,0,0,0,166,CW,City Wide,Service Improvement and Enhancement
